raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
"METAR KZPH 201515Z AUTO 03008KT 10SM CLR 21/10 A3018 RMK A02 T02050102",KZPH,2026-03-20T15:15:00.000Z,28.2268,-82.1564,20.5,10.2,30,8,,10+,30.18,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,26
"METAR K0R4 201515Z AUTO 18008KT 10SM SCT012 21/16 A3024 RMK AO2 T02090156",K0R4,2026-03-20T15:15:00.000Z,31.5637,-91.5098,20.9,15.6,180,8,,10+,30.24,,,TRUE,TRUE,,,,,,,SCT,1200,,,,,,,VFR,,,,,,,,,,,,METAR,16
"METAR KSLB 201515Z AUTO 03012KT 10SM CLR 14/07 A2994 RMK AO2",KSLB,2026-03-20T15:15:00.000Z,42.5972,-95.2399,14,7,30,12,,10+,29.94,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,450
"METAR KTNB 201515Z AUTO 32008KT 10SM CLR 15/00 A3017 RMK AO2 T01490000",KTNB,2026-03-20T15:15:00.000Z,36.1988,-81.6515,14.9,0,320,8,,10+,30.17,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,958
"METAR K06C 201515Z AUTO 27007KT 10SM CLR 16/07 A2979 RMK AO2 T01630069",K06C,2026-03-20T15:15:00.000Z,41.9924,-88.1091,16.3,6.9,270,7,,10+,29.79,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,243
"METAR KJHN 201515Z AUTO 31018G22KT 10SM CLR 23/M06 A3012 RMK AO2",KJHN,2026-03-20T15:15:00.000Z,37.5782,-101.7305,23,-6,310,18,22,10+,30.12,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1013
"METAR KM21 201515Z AUTO 22011G16KT 10SM CLR 21/11 A3000 RMK AO2 T02100105",KM21,2026-03-20T15:15:00.000Z,37.2291,-87.1542,21,10.5,220,11,16,10+,30.00,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,127
"METAR KY70 201515Z AUTO 28019G22KT 10SM CLR 16/07 A2970 RMK AO2",KY70,2026-03-20T15:15:00.000Z,42.9397,-85.0653,16,7,280,19,22,10+,29.70,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,247
"METAR KGWB 201515Z AUTO 23011G16KT 210V270 10SM BKN090 15/08 A2978 RMK AO2",KGWB,2026-03-20T15:15:00.000Z,41.3061,-85.0585,15,8,230,11,16,10+,29.78,,,TRUE,TRUE,,,,,,,BKN,9000,,,,,,,VFR,,,,,,,,,,,,METAR,268
"METAR KSJS 201515Z AUTO 23006KT 10SM CLR 18/00 A3006 RMK AO2 T01800003",KSJS,2026-03-20T15:15:00.000Z,37.7489,-82.6413,18,0.3,230,6,,10+,30.06,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,359
"METAR KGVT 201515Z AUTO 19013KT 10SM CLR 20/12 A3007 RMK AO2",KGVT,2026-03-20T15:15:00.000Z,33.0669,-96.0614,20,12,190,13,,10+,30.07,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,165
"METAR KEYF 201515Z AUTO 18004KT 10SM CLR 16/05 A3022 RMK AO2 T01650045",KEYF,2026-03-20T15:15:00.000Z,34.6042,-78.5790,16.5,4.5,180,4,,10+,30.22,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,39
"METAR KTNU 201515Z AUTO 35013KT 10SM CLR 18/06 A2988 RMK A01",KTNU,2026-03-20T15:15:00.000Z,41.6701,-93.0190,18,6,350,13,,10+,29.88,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,287
"METAR KTVY 201515Z AUTO 21006KT 10SM CLR 15/M02 A3029 RMK AO2",KTVY,2026-03-20T15:15:00.000Z,40.6127,-112.3537,15,-2,210,6,,10+,30.29,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1310
"METAR KCDI 201515Z AUTO 20008G14KT 10SM CLR 16/06 A2992 RMK AO2 T01550060",KCDI,2026-03-20T15:15:00.000Z,39.9760,-81.5770,15.5,6,200,8,14,10+,29.92,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,241
"METAR KEZP 201515Z AUTO 6SM HZ CLR 25/15 A3023 RMK A01",KEZP,2026-03-20T15:15:00.000Z,28.2198,-92.7944,25,15,,,,6,30.23,,,TRUE,TRUE,,,,,,HZ,,,,,,,,,VFR,,,,,,,,,,,,METAR,30
"METAR KSHL 201515Z AUTO 03007KT 10SM CLR 13/08 A2993 RMK AO2",KSHL,2026-03-20T15:15:00.000Z,43.2082,-95.8354,13,8,30,7,,10+,29.93,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,430
"METAR KMEZ 201515Z AUTO VRB05KT 9SM CLR 20/12 A3005 RMK AO2 T02030119",KMEZ,2026-03-20T15:15:00.000Z,34.5414,-94.1918,20.3,11.9,0,5,,9,30.05,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,320
"METAR KGPC 201515Z AUTO 10SM CLR 16/08 A2991 RMK AO2 T01620080",KGPC,2026-03-20T15:15:00.000Z,39.6350,-86.8160,16.2,8,,,,10+,29.91,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,254
"METAR KCPU 201515Z AUTO 00000KT 10SM CLR 15/09 A3006 RMK AO2 T01530085",KCPU,2026-03-20T15:15:00.000Z,38.1445,-120.6454,15.3,8.5,0,0,,10+,30.06,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,400
"METAR KDBN 201515Z AUTO 00000KT 10SM CLR 19/06 A3024 RMK AO2 T01880057",KDBN,2026-03-20T15:15:00.000Z,32.5632,-82.9855,18.8,5.7,0,0,,10+,30.24,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,90
"METAR KEKX 201515Z AUTO 21014KT 10SM CLR 19/09 A3000 RMK AO2 T01900091",KEKX,2026-03-20T15:15:00.000Z,37.6924,-85.9204,19,9.1,210,14,,10+,30.00,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,234
"METAR K3W7 201515Z AUTO 25007KT 10SM SCT080 BKN095 13/08 A2994 RMK AO2",K3W7,2026-03-20T15:15:00.000Z,47.9219,-119.0771,13,8,250,7,,10+,29.94,,,TRUE,TRUE,,,,,,,SCT,8000,BKN,9500,,,,,VFR,,,,,,,,,,,,METAR,492
"METAR KGNC 201515Z AUTO 00000KT 10SM CLR 21/02 A3016 RMK AO2 T02140022",KGNC,2026-03-20T15:15:00.000Z,32.6780,-102.6500,21.4,2.2,0,0,,10+,30.16,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1002
"METAR KCFD 201515Z AUTO 21010G14KT 10SM SCT013 19/15 A3017 RMK AO2 T01920152",KCFD,2026-03-20T15:15:00.000Z,30.7171,-96.3347,19.2,15.2,210,10,14,10+,30.17,,,TRUE,TRUE,,,,,,,SCT,1300,,,,,,,VFR,,,,,,,,,,,,METAR,106
"METAR K9Y1 201515Z AUTO 28012KT 10SM CLR 14/06 A2992 RMK AO2",K9Y1,2026-03-20T15:15:00.000Z,47.3941,-102.7731,14,6,280,12,,10+,29.92,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,695
"METAR KSCD 201515Z AUTO 23005KT 10SM CLR 19/08 A3023 RMK AO2 T01930082",KSCD,2026-03-20T15:15:00.000Z,33.1732,-86.2933,19.3,8.2,230,5,,10+,30.23,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,164
"METAR KGMJ 201515Z AUTO 23006KT 10SM CLR 23/11 A3000 RMK AO2",KGMJ,2026-03-20T15:15:00.000Z,36.6070,-94.7369,23,11,230,6,,10+,30.00,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,251
"METAR KSAA 201515Z AUTO 18007KT 10SM CLR 13/M06 A3040 RMK AO2",KSAA,2026-03-20T15:15:00.000Z,41.4470,-106.8150,13,-6,180,7,,10+,30.40,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,2093
"METAR KPEQ 201515Z AUTO 00000KT 10SM CLR 17/M01 A3010 RMK AO2 T01731010 PWINO",KPEQ,2026-03-20T15:15:00.000Z,31.3820,-103.5117,17.3,-1,0,0,,10+,30.10,,,TRUE,TRUE,,,,,TRUE,,,,,,,,,,VFR,,,,,,,,,,,,METAR,794
"METAR KGLY 201515Z AUTO 24010KT 6SM HZ CLR 20/11 A2996 RMK AO2",KGLY,2026-03-20T15:15:00.000Z,38.3572,-93.6774,20,11,240,10,,6,29.96,,,TRUE,TRUE,,,,,,HZ,,,,,,,,,VFR,,,,,,,,,,,,METAR,247
"METAR K77S 201515Z AUTO 00000KT 9SM CLR 07/07 A3017 RMK A01",K77S,2026-03-20T15:15:00.000Z,43.9324,-123.0059,7,7,0,0,,9,30.17,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,161
"METAR KGLW 201515Z AUTO 21012G16KT 10SM CLR 20/09 A3005 RMK AO2 T01970093",KGLW,2026-03-20T15:15:00.000Z,37.0337,-85.9523,19.7,9.3,210,12,16,10+,30.05,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,216
"METAR KGGP 201515Z AUTO 24011KT 10SM CLR 14/08 A2986 RMK AO2",KGGP,2026-03-20T15:15:00.000Z,40.7127,-86.3674,14,8,240,11,,10+,29.86,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,224
"METAR KSNC 201515Z AUTO 00000KT 10SM BKN048 09/M00 A3008 RMK AO2",KSNC,2026-03-20T15:15:00.000Z,41.3830,-72.5060,9,0,0,0,,10+,30.08,,,TRUE,TRUE,,,,,,,BKN,4800,,,,,,,VFR,,,,,,,,,,,,METAR,114
"METAR KGCM 201515Z AUTO 19008KT 160V220 10SM CLR 22/14 A2999 RMK AO2",KGCM,2026-03-20T15:15:00.000Z,36.2918,-95.4825,22,14,190,8,,10+,29.99,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,215
"METAR KROS 201515Z AUTO 32007KT 10SM CLR 09/05 A2991 RMK AO2 T00900053",KROS,2026-03-20T15:15:00.000Z,45.6962,-92.9543,9,5.3,320,7,,10+,29.91,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,282
"METAR KGBG 201515Z AUTO 26011G15KT 10SM CLR 18/11 A2987 RMK AO2 T01810111",KGBG,2026-03-20T15:15:00.000Z,40.9329,-90.4334,18.1,11.1,260,11,15,10+,29.87,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,230
"METAR KLYV 201515Z AUTO 02003KT 10SM CLR 13/06 A2995 RMK AO2",KLYV,2026-03-20T15:15:00.000Z,43.6217,-96.2139,13,6,20,3,,10+,29.95,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,435
"METAR KFXY 201515Z AUTO 32009KT 10SM CLR 12/06 A2992 RMK AO2",KFXY,2026-03-20T15:15:00.000Z,43.2323,-93.6237,12,6,320,9,,10+,29.92,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,366
"METAR KPDC 201515Z AUTO 34007KT 10SM CLR 14/06 A2983 RMK AO2 T01370064",KPDC,2026-03-20T15:15:00.000Z,43.0194,-91.1212,13.7,6.4,340,7,,10+,29.83,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,201
"METAR KPCZ 201515Z AUTO 34007KT 10SM SCT016 SCT095 10/05 A2982 RMK AO2 T01010049",KPCZ,2026-03-20T15:15:00.000Z,44.3342,-89.0203,10.1,4.9,340,7,,10+,29.82,,,TRUE,TRUE,,,,,,,SCT,1600,SCT,9500,,,,,VFR,,,,,,,,,,,,METAR,248
"METAR KU14 201515Z AUTO 00000KT 10SM CLR 07/M02 A3034 RMK AO2",KU14,2026-03-20T15:15:00.000Z,39.7381,-111.8726,7,-2,0,0,,10+,30.34,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1531
"SPECI PHNY 201515Z AUTO 14010KT 10SM SCT003 OVC010 20/20 A2987 RMK AO2 RAB1458E14 CIG 005V012 P0000 $",PHNY,2026-03-20T15:15:00.000Z,20.7830,-156.9550,20,20,140,10,,10+,29.87,,,TRUE,TRUE,TRUE,,,,,,SCT,300,OVC,1000,,,,,MVFR,,,,,,0.005,,,,,,SPECI,395
"METAR KPCM 201515Z AUTO 9SM A3017 RMK AO2 $",KPCM,2026-03-20T15:15:00.000Z,28.0013,-82.1593,,,,,,9,30.17,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,43
"METAR KP33 201515Z AUTO 00000KT 10SM CLR 15/M01 A3023 RMK AO2",KP33,2026-03-20T15:15:00.000Z,32.2450,-109.8950,15,-1,0,0,,10+,30.23,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1276
"METAR KTMK 201515Z AUTO 19006KT 2 1/2SM -RA BR SCT017 BKN022 12/12 A3014 RMK AO2 VIS 1 1/2V3",KTMK,2026-03-20T15:15:00.000Z,45.4210,-123.8144,12,12,190,6,,2.5,30.14,,,TRUE,TRUE,,,,,,-RA BR,SCT,1700,BKN,2200,,,,,IFR,,,,,,,,,,,,METAR,8
"METAR KEDE 201515Z AUTO 22006KT 10SM CLR 14/02 A3022 RMK AO2 T01410024",KEDE,2026-03-20T15:15:00.000Z,36.0286,-76.5668,14.1,2.4,220,6,,10+,30.22,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,4
"METAR KP08 201515Z AUTO 00000KT 10SM CLR 25/M04 A3002 RMK AO2",KP08,2026-03-20T15:15:00.000Z,32.9359,-111.4269,25,-4,0,0,,10+,30.02,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,477
"METAR KFSW 201515Z AUTO 24011G14KT 10SM CLR 20/07 A2987 RMK AO2",KFSW,2026-03-20T15:15:00.000Z,40.6615,-91.3267,20,7,240,11,14,10+,29.87,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,219
"METAR KJGG 201515Z AUTO 16007KT 10SM CLR A3014 RMK AO2 $",KJGG,2026-03-20T15:15:00.000Z,37.2400,-76.7180,,,160,7,,10+,30.14,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,13
"METAR KJFX 201515Z AUTO 00000KT 10SM CLR 18/09 A3019 RMK AO2",KJFX,2026-03-20T15:15:00.000Z,33.9008,-87.3092,18,9,0,0,,10+,30.19,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,144
"METAR KFSK 201515Z AUTO 22010KT 10SM CLR 22/11 A2998 RMK AO2 T02160111",KFSK,2026-03-20T15:15:00.000Z,37.7960,-94.7676,21.6,11.1,220,10,,10+,29.98,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,276
"METAR KJDD 201515Z AUTO 20013G19KT 7SM CLR 21/13 A3007 RMK AO2 T02090128 $",KJDD,2026-03-20T15:15:00.000Z,32.7403,-95.4945,20.9,12.8,200,13,19,7,30.07,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,127
"METAR KIYA 201515Z AUTO 20008KT 10SM CLR 20/18 A3020 RMK AO2 T02030180",KIYA,2026-03-20T15:15:00.000Z,29.9760,-92.0826,20.3,18,200,8,,10+,30.20,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,4
"METAR KRZN 201515Z AUTO 32007KT 10SM CLR 08/04 A2990 RMK AO2 T00820035",KRZN,2026-03-20T15:15:00.000Z,45.8229,-92.3706,8.2,3.5,320,7,,10+,29.90,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,301
"METAR KISQ 201515Z AUTO 35007KT 5SM BR OVC003 03/03 A2975 RMK AO2 T00280026",KISQ,2026-03-20T15:15:00.000Z,45.9729,-86.1728,2.8,2.6,350,7,,5,29.75,,,TRUE,TRUE,,,,,,BR,OVC,300,,,,,,,LIFR,,,,,,,,,,,,METAR,206
"METAR KINF 201515Z AUTO 03009KT 5SM HZ CLR 20/08 A3020 RMK AO2",KINF,2026-03-20T15:15:00.000Z,28.8062,-82.3190,20,8,30,9,,5,30.20,,,TRUE,TRUE,,,,,,HZ,,,,,,,,,MVFR,,,,,,,,,,,,METAR,14
"METAR KIKV 201515Z AUTO 34008G15KT 10SM CLR 19/06 A2991 RMK AO2",KIKV,2026-03-20T15:15:00.000Z,41.6878,-93.5695,19,6,340,8,15,10+,29.91,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,270
"METAR KICL 201515Z AUTO 00000KT 10SM CLR 20/07 A2993 RMK AO2",KICL,2026-03-20T15:15:00.000Z,40.7242,-95.0222,20,7,0,0,,10+,29.93,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,299
"METAR KRYW 201515Z AUTO 23006KT 10SM CLR 20/10 A3016 RMK AO2 T02020100",KRYW,2026-03-20T15:15:00.000Z,30.4980,-97.9690,20.2,10,230,6,,10+,30.16,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,370
"METAR KN24 201515Z AUTO 00000KT 10SM CLR 08/M11 A3049 RMK AO2 T00811112",KN24,2026-03-20T15:15:00.000Z,36.8003,-105.5980,8.1,-11.2,0,0,,10+,30.49,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,7700
"METAR KFOA 201515Z AUTO 23008KT 10SM CLR 19/11 A2995 RMK AO2",KFOA,2026-03-20T15:15:00.000Z,38.6673,-88.4527,19,11,230,8,,10+,29.95,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,141
"METAR KFQD 201515Z AUTO 16003KT 10SM CLR 16/02 A3018 RMK AO2",KFQD,2026-03-20T15:15:00.000Z,35.4300,-81.9360,16,2,160,3,,10+,30.18,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,325
"METAR K6S0 201515Z AUTO 27012KT 10SM CLR 17/M05 A3009 RMK A01",K6S0,2026-03-20T15:15:00.000Z,45.8063,-109.9736,17,-5,270,12,,10+,30.09,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1364
"METAR KX21 201515Z AUTO 01011G20KT 320V040 10SM CLR 22/14 A3013 RMK AO2",KX21,2026-03-20T15:15:00.000Z,28.6195,-80.8350,22,14,10,11,20,10+,30.13,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,30
"METAR KFOM 201515Z AUTO 22005KT 10SM CLR 12/00 A3032 RMK AO2",KFOM,2026-03-20T15:15:00.000Z,38.9618,-112.3600,12,0,220,5,,10+,30.32,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1519
"METAR KGDK 201515Z AUTO 23012G20KT 10SM CLR 15/07 A2989 RMK AO2",KGDK,2026-03-20T15:15:00.000Z,39.6935,-83.9896,15,7,230,12,20,10+,29.89,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,284
"METAR KO26 201515Z AUTO VRB03KT 10SM CLR 14/02 A3028 RMK A01",KO26,2026-03-20T15:15:00.000Z,36.5883,-118.0520,14,2,0,3,,10+,30.28,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,3680
"METAR KGDW 201515Z AUTO 20007KT 4SM BR CLR 04/03 A2968 RMK AO2",KGDW,2026-03-20T15:15:00.000Z,43.9700,-84.4750,4,3,200,7,,4,29.68,,,TRUE,TRUE,,,,,,BR,,,,,,,,,MVFR,,,,,,,,,,,,METAR,234
"METAR KFMM 201515Z AUTO 20005G15KT 10SM CLR 21/M05 A3020 RMK AO2",KFMM,2026-03-20T15:15:00.000Z,40.3315,-103.8070,21,-5,200,5,15,10+,30.20,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1376
"METAR KO61 201515Z AUTO 00000KT 7SM CLR 14/08 A3003 RMK AO2 T01410083",KO61,2026-03-20T15:15:00.000Z,38.6840,-120.9880,14.1,8.3,0,0,,7,30.03,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1286
"METAR K9V9 201515Z AUTO 28005KT 10SM CLR 13/01 A3000 RMK AO2 T01310014",K9V9,2026-03-20T15:15:00.000Z,43.7653,-99.3163,13.1,1.4,280,5,,10+,30.00,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,511
"METAR KW43 201515Z AUTO 22006KT 10SM CLR 15/M01 A3011 RMK AO2",KW43,2026-03-20T15:15:00.000Z,44.6607,-104.5677,15,-1,220,6,,10+,30.11,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1292
"METAR KVOA 201515Z AUTO 03006KT 5SM HZ CLR 21/11 A3025 RMK A01",KVOA,2026-03-20T15:15:00.000Z,29.2289,-87.7808,21,11,30,6,,5,30.25,,,TRUE,TRUE,,,,,,HZ,,,,,,,,,MVFR,,,,,,,,,,,,METAR,53
"METAR KAEL 201515Z AUTO 32007KT 10SM CLR 10/07 A2990 RMK AO2 T01000073",KAEL,2026-03-20T15:15:00.000Z,43.6823,-93.3722,10,7.3,320,7,,10+,29.90,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,382
"METAR KI16 201515Z AUTO 10SM CLR 17/03 A3015 RMK AO2 T01690034",KI16,2026-03-20T15:15:00.000Z,37.5998,-81.5589,16.9,3.4,,,,10+,30.15,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,528
"METAR KHZE 201515Z AUTO 25008KT 10SM CLR 08/02 A2993 RMK AO2",KHZE,2026-03-20T15:15:00.000Z,47.2880,-101.5770,8,2,250,8,,10+,29.93,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,542
"METAR KHYX 201515Z AUTO 27007KT 10SM BKN120 11/06 A2969 RMK AO2",KHYX,2026-03-20T15:15:00.000Z,43.4319,-83.8648,11,6,270,7,,10+,29.69,,,TRUE,TRUE,,,,,,,BKN,12000,,,,,,,VFR,,,,,,,,,,,,METAR,181
"METAR KVDF 201515Z AUTO 03005KT 10SM CLR 21/11 A3016 RMK AO2 T02080106",KVDF,2026-03-20T15:15:00.000Z,28.0198,-82.3415,20.8,10.6,30,5,,10+,30.16,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,5
"METAR KAIT 201515Z AUTO 00000KT 10SM CLR 07/03 A2991 RMK AO2",KAIT,2026-03-20T15:15:00.000Z,46.5483,-93.6754,7,3,0,0,,10+,29.91,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,367
"METAR KHSP 201515Z AUTO 24016G20KT 10SM CLR 12/01 A3009 RMK AO2 T01210013",KHSP,2026-03-20T15:15:00.000Z,37.9531,-79.8285,12.1,1.3,240,16,20,10+,30.09,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1148
"METAR KGGI 201515Z AUTO 33011KT 10SM CLR 17/03 A2990 RMK AO2 T01720026",KGGI,2026-03-20T15:15:00.000Z,41.7097,-92.7332,17.2,2.6,330,11,,10+,29.90,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,305
"METAR KGNB 201515Z AUTO 00000KT 10SM CLR 02/M04 A3056 RMK AO2 T00231039",KGNB,2026-03-20T15:15:00.000Z,40.0904,-105.9113,2.3,-3.9,0,0,,10+,30.56,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,2500
"METAR KHDC 201515Z AUTO 22005KT 10SM CLR 20/15 A3023 RMK AO2 T01950150",KHDC,2026-03-20T15:15:00.000Z,30.5237,-90.4176,19.5,15,220,5,,10+,30.23,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,12
"METAR KRYV 201515Z AUTO 30007KT 10SM CLR 12/07 A2977 RMK AO2 T01170065",KRYV,2026-03-20T15:15:00.000Z,43.1702,-88.7250,11.7,6.5,300,7,,10+,29.77,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,249
"METAR KVCV 201515Z AUTO 15006KT 10SM CLR 19/03 A3016 RMK AO2",KVCV,2026-03-20T15:15:00.000Z,34.5933,-117.3893,19,3,150,6,,10+,30.16,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,871
"METAR KHCR 201515Z AUTO 00000KT 10SM CLR 05/M01 A3039 RMK AO2 T00521010 $",KHCR,2026-03-20T15:15:00.000Z,40.4774,-111.4329,5.2,-1,0,0,,10+,30.39,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1708
"METAR K3F3 201515Z AUTO 18013G20KT 10SM SCT015 20/16 A3018 RMK AO2 T02030159",K3F3,2026-03-20T15:15:00.000Z,32.0718,-93.7640,20.3,15.9,180,13,20,10+,30.18,,,TRUE,TRUE,,,,,,,SCT,1500,,,,,,,VFR,,,,,,,,,,,,METAR,96
"METAR KGRN 201515Z AUTO 27005KT 10SM CLR 16/00 A3009 RMK AO2 T01620000",KGRN,2026-03-20T15:15:00.000Z,42.8039,-102.1810,16.2,0,270,5,,10+,30.09,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1080
"METAR KFME 201515Z AUTO 19009KT 10SM CLR 13/01 A3008 RMK AO1",KFME,2026-03-20T15:15:00.000Z,39.0860,-76.7570,13,1,190,9,,10+,30.08,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,43
"METAR KUWL 201515Z AUTO 23013G19KT 10SM CLR 15/08 A2989 RMK A01",KUWL,2026-03-20T15:15:00.000Z,39.8752,-85.3313,15,8,230,13,19,10+,29.89,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,332
